rowid,hometeam,homescore,awayteam,awayscore,winnerteam,winnerhomeoraway,margin,total
1521,Packers,45,Falcons,24,Packers,home,21,69
1522,Packers,51,Falcons,10,Packers,home,41,61
1523,Packers,56,Falcons,24,Packers,home,32,80
1524,Packers,38,Falcons,14,Packers,home,24,52
1525,Packers,16,Falcons,31,Falcons,away,-15,47
1526,Packers,30,Falcons,35,Falcons,away,-5,65
1527,Packers,51,Falcons,24,Packers,home,27,75
1528,Packers,35,Falcons,7,Packers,home,28,42
1529,Packers,38,Falcons,24,Packers,home,14,62
1530,Packers,24,Falcons,17,Packers,home,7,41
1531,Packers,26,Falcons,17,Packers,home,9,43
1532,Packers,47,Falcons,7,Packers,home,40,54
1533,Packers,37,Falcons,42,Falcons,away,-5,79
1534,Packers,27,Falcons,34,Falcons,away,-7,61
1535,Packers,24,Falcons,20,Packers,home,4,44
1536,Packers,52,Falcons,17,Packers,home,35,69
1537,Packers,40,Falcons,20,Packers,home,20,60
1538,Packers,38,Falcons,10,Packers,home,28,48
1539,Packers,51,Falcons,35,Packers,home,16,86
1540,Packers,38,Falcons,24,Packers,home,14,62
1541,Packers,38,Falcons,42,Falcons,away,-4,80
1542,Packers,27,Falcons,31,Falcons,away,-4,58
1543,Packers,47,Falcons,28,Packers,home,19,75
1544,Packers,47,Falcons,14,Packers,home,33,61
1545,Packers,49,Falcons,0,Packers,home,49,49
1546,Packers,52,Falcons,24,Packers,home,28,76
1547,Packers,51,Falcons,14,Packers,home,37,65
1548,Packers,37,Falcons,7,Packers,home,30,44
1549,Packers,61,Falcons,31,Packers,home,30,92
1550,Packers,33,Falcons,0,Packers,home,33,33
1551,Packers,16,Falcons,35,Falcons,away,-19,51
1552,Packers,34,Falcons,56,Falcons,away,-22,90
1553,Packers,40,Falcons,10,Packers,home,30,50
1554,Packers,26,Falcons,31,Falcons,away,-5,57
1555,Packers,50,Falcons,10,Packers,home,40,60
1556,Packers,23,Falcons,21,Packers,home,2,44
1557,Packers,45,Falcons,24,Packers,home,21,69
1558,Packers,13,Falcons,16,Falcons,away,-3,29
1559,Packers,34,Falcons,24,Packers,home,10,58
1560,Packers,27,Falcons,17,Packers,home,10,44
1561,Packers,38,Falcons,7,Packers,home,31,45
1562,Packers,31,Falcons,20,Packers,home,11,51
1563,Packers,34,Falcons,14,Packers,home,20,48
1564,Packers,37,Falcons,14,Packers,home,23,51
1565,Packers,32,Falcons,14,Packers,home,18,46
1566,Packers,51,Falcons,10,Packers,home,41,61
1567,Packers,52,Falcons,14,Packers,home,38,66
1568,Packers,31,Falcons,14,Packers,home,17,45
1569,Packers,34,Falcons,21,Packers,home,13,55
1570,Packers,30,Falcons,21,Packers,home,9,51
1571,Packers,23,Falcons,21,Packers,home,2,44
1572,Packers,37,Falcons,31,Packers,home,6,68
1573,Packers,48,Falcons,28,Packers,home,20,76
1574,Packers,31,Falcons,17,Packers,home,14,48
1575,Packers,41,Falcons,21,Packers,home,20,62
1576,Packers,37,Falcons,35,Packers,home,2,72
1577,Packers,23,Falcons,28,Falcons,away,-5,51
1578,Packers,31,Falcons,24,Packers,home,7,55
1579,Packers,44,Falcons,14,Packers,home,30,58
1580,Packers,47,Falcons,14,Packers,home,33,61
1581,Packers,20,Falcons,24,Falcons,away,-4,44
1582,Packers,31,Falcons,7,Packers,home,24,38
1583,Packers,34,Falcons,31,Packers,home,3,65
1584,Packers,36,Falcons,24,Packers,home,12,60
1585,Packers,55,Falcons,17,Packers,home,38,72
1586,Packers,16,Falcons,10,Packers,home,6,26
1587,Packers,31,Falcons,24,Packers,home,7,55
1588,Packers,34,Falcons,3,Packers,home,31,37
1589,Packers,27,Falcons,52,Falcons,away,-25,79
1590,Packers,23,Falcons,35,Falcons,away,-12,58
1591,Packers,16,Falcons,31,Falcons,away,-15,47
1592,Packers,48,Falcons,56,Falcons,away,-8,104
1593,Packers,27,Falcons,20,Packers,home,7,47
1594,Packers,51,Falcons,21,Packers,home,30,72
1595,Packers,20,Falcons,24,Falcons,away,-4,44
1596,Packers,31,Falcons,30,Packers,home,1,61
1597,Packers,69,Falcons,7,Packers,home,62,76
1598,Packers,45,Falcons,28,Packers,home,17,73
1599,Packers,38,Falcons,10,Packers,home,28,48
1600,Packers,48,Falcons,14,Packers,home,34,62
